Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Area code,Area code_reference,Area code_sort,Area code_hierarchy,Area name,Area name_reference,Area name_sort,Area name_hierarchy,Indicator,Indicator_reference,Indicator_sort,Indicator_hierarchy,Notes
32.2,32.2,Percentage,Percentage,,,W01000577,W01000577,533,,Lampeter Velfrey,W01000577,533,W06000009,Poor quality housing (residential properties),hqua,3,,
30.8,30.8,Percentage,Percentage,,,W01000577,W01000577,533,,Lampeter Velfrey,W01000577,533,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
3.9,3.9,Percentage,Percentage,,,W01000577,W01000577,533,,Lampeter Velfrey,W01000577,533,W06000009,Residential properties in disrepair,hquad,6,hqua,
47.2,47.2,Percentage,Percentage,,,W01000577,W01000577,533,,Lampeter Velfrey,W01000577,533,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87.3,87.3,Percentage,Percentage,,,W01000577,W01000577,533,,Lampeter Velfrey,W01000577,533,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
21.8,21.8,Percentage,Percentage,,,W01000577,W01000577,533,,Lampeter Velfrey,W01000577,533,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
44,44,Percentage,Percentage,,,W01000577,W01000577,533,,Lampeter Velfrey,W01000577,533,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.9,0.9,Percentage,Percentage,,,W01000578,W01000578,534,,Lamphey,W01000578,534,W06000009,Overcrowded households,ovcr,1,,
23,23,Percentage,Percentage,,,W01000578,W01000578,534,,Lamphey,W01000578,534,W06000009,Poor quality housing (residential properties),hqua,3,,
21.9,21.9,Percentage,Percentage,,,W01000578,W01000578,534,,Lamphey,W01000578,534,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
2.4,2.4,Percentage,Percentage,,,W01000578,W01000578,534,,Lamphey,W01000578,534,W06000009,Residential properties in disrepair,hquad,6,hqua,
45.2,45.2,Percentage,Percentage,,,W01000578,W01000578,534,,Lamphey,W01000578,534,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
85.9,85.9,Percentage,Percentage,,,W01000578,W01000578,534,,Lamphey,W01000578,534,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
20.4,20.4,Percentage,Percentage,,,W01000578,W01000578,534,,Lamphey,W01000578,534,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
44,44,Percentage,Percentage,,,W01000578,W01000578,534,,Lamphey,W01000578,534,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.7,1.7,Percentage,Percentage,,,W01000579,W01000579,535,,Letterston,W01000579,535,W06000009,Overcrowded households,ovcr,1,,
26.6,26.6,Percentage,Percentage,,,W01000579,W01000579,535,,Letterston,W01000579,535,W06000009,Poor quality housing (residential properties),hqua,3,,
25.7,25.7,Percentage,Percentage,,,W01000579,W01000579,535,,Letterston,W01000579,535,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
2.5,2.5,Percentage,Percentage,,,W01000579,W01000579,535,,Letterston,W01000579,535,W06000009,Residential properties in disrepair,hquad,6,hqua,
51.7,51.7,Percentage,Percentage,,,W01000579,W01000579,535,,Letterston,W01000579,535,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87.2,87.2,Percentage,Percentage,,,W01000579,W01000579,535,,Letterston,W01000579,535,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
23.4,23.4,Percentage,Percentage,,,W01000579,W01000579,535,,Letterston,W01000579,535,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
44.1,44.1,Percentage,Percentage,,,W01000579,W01000579,535,,Letterston,W01000579,535,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1,1,Percentage,Percentage,,,W01000580,W01000580,536,,Llangwm,W01000580,536,W06000009,Overcrowded households,ovcr,1,,
19.8,19.8,Percentage,Percentage,,,W01000580,W01000580,536,,Llangwm,W01000580,536,W06000009,Poor quality housing (residential properties),hqua,3,,
18.9,18.9,Percentage,Percentage,,,W01000580,W01000580,536,,Llangwm,W01000580,536,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
2.1,2.1,Percentage,Percentage,,,W01000580,W01000580,536,,Llangwm,W01000580,536,W06000009,Residential properties in disrepair,hquad,6,hqua,
49.9,49.9,Percentage,Percentage,,,W01000580,W01000580,536,,Llangwm,W01000580,536,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86.5,86.5,Percentage,Percentage,,,W01000580,W01000580,536,,Llangwm,W01000580,536,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
21.6,21.6,Percentage,Percentage,,,W01000580,W01000580,536,,Llangwm,W01000580,536,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
43.3,43.3,Percentage,Percentage,,,W01000580,W01000580,536,,Llangwm,W01000580,536,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.8,0.8,Percentage,Percentage,,,W01000581,W01000581,537,,Llanrhian,W01000581,537,W06000009,Overcrowded households,ovcr,1,,
37.3,37.3,Percentage,Percentage,,,W01000581,W01000581,537,,Llanrhian,W01000581,537,W06000009,Poor quality housing (residential properties),hqua,3,,
36.5,36.5,Percentage,Percentage,,,W01000581,W01000581,537,,Llanrhian,W01000581,537,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
3.6,3.6,Percentage,Percentage,,,W01000581,W01000581,537,,Llanrhian,W01000581,537,W06000009,Residential properties in disrepair,hquad,6,hqua,
45.6,45.6,Percentage,Percentage,,,W01000581,W01000581,537,,Llanrhian,W01000581,537,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86.7,86.7,Percentage,Percentage,,,W01000581,W01000581,537,,Llanrhian,W01000581,537,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
20.4,20.4,Percentage,Percentage,,,W01000581,W01000581,537,,Llanrhian,W01000581,537,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
43.7,43.7,Percentage,Percentage,,,W01000581,W01000581,537,,Llanrhian,W01000581,537,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.4,2.4,Percentage,Percentage,,,W01000582,W01000582,538,,Maenclochog 1,W01000582,538,W06000009,Overcrowded households,ovcr,1,,
45.5,45.5,Percentage,Percentage,,,W01000582,W01000582,538,,Maenclochog 1,W01000582,538,W06000009,Poor quality housing (residential properties),hqua,3,,
44.3,44.3,Percentage,Percentage,,,W01000582,W01000582,538,,Maenclochog 1,W01000582,538,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
4.6,4.6,Percentage,Percentage,,,W01000582,W01000582,538,,Maenclochog 1,W01000582,538,W06000009,Residential properties in disrepair,hquad,6,hqua,
49.2,49.2,Percentage,Percentage,,,W01000582,W01000582,538,,Maenclochog 1,W01000582,538,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87,87,Percentage,Percentage,,,W01000582,W01000582,538,,Maenclochog 1,W01000582,538,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
20.2,20.2,Percentage,Percentage,,,W01000582,W01000582,538,,Maenclochog 1,W01000582,538,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
43.2,43.2,Percentage,Percentage,,,W01000582,W01000582,538,,Maenclochog 1,W01000582,538,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.3,1.3,Percentage,Percentage,,,W01000583,W01000583,539,,Maenclochog 2,W01000583,539,W06000009,Overcrowded households,ovcr,1,,
33.2,33.2,Percentage,Percentage,,,W01000583,W01000583,539,,Maenclochog 2,W01000583,539,W06000009,Poor quality housing (residential properties),hqua,3,,
32.2,32.2,Percentage,Percentage,,,W01000583,W01000583,539,,Maenclochog 2,W01000583,539,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
3,3,Percentage,Percentage,,,W01000583,W01000583,539,,Maenclochog 2,W01000583,539,W06000009,Residential properties in disrepair,hquad,6,hqua,
54.4,54.4,Percentage,Percentage,,,W01000583,W01000583,539,,Maenclochog 2,W01000583,539,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
88.8,88.8,Percentage,Percentage,,,W01000583,W01000583,539,,Maenclochog 2,W01000583,539,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
23.4,23.4,Percentage,Percentage,,,W01000583,W01000583,539,,Maenclochog 2,W01000583,539,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
46.1,46.1,Percentage,Percentage,,,W01000583,W01000583,539,,Maenclochog 2,W01000583,539,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.4,2.4,Percentage,Percentage,,,W01000584,W01000584,540,,Manorbier,W01000584,540,W06000009,Overcrowded households,ovcr,1,,
18.5,18.5,Percentage,Percentage,,,W01000584,W01000584,540,,Manorbier,W01000584,540,W06000009,Poor quality housing (residential properties),hqua,3,,
17.7,17.7,Percentage,Percentage,,,W01000584,W01000584,540,,Manorbier,W01000584,540,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
2.5,2.5,Percentage,Percentage,,,W01000584,W01000584,540,,Manorbier,W01000584,540,W06000009,Residential properties in disrepair,hquad,6,hqua,
51.3,51.3,Percentage,Percentage,,,W01000584,W01000584,540,,Manorbier,W01000584,540,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87.2,87.2,Percentage,Percentage,,,W01000584,W01000584,540,,Manorbier,W01000584,540,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
22.1,22.1,Percentage,Percentage,,,W01000584,W01000584,540,,Manorbier,W01000584,540,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
43.7,43.7,Percentage,Percentage,,,W01000584,W01000584,540,,Manorbier,W01000584,540,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.1,1.1,Percentage,Percentage,,,W01000585,W01000585,541,,Martletwy,W01000585,541,W06000009,Overcrowded households,ovcr,1,,
48.4,48.4,Percentage,Percentage,,,W01000585,W01000585,541,,Martletwy,W01000585,541,W06000009,Poor quality housing (residential properties),hqua,3,,
46.1,46.1,Percentage,Percentage,,,W01000585,W01000585,541,,Martletwy,W01000585,541,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
5.1,5.1,Percentage,Percentage,,,W01000585,W01000585,541,,Martletwy,W01000585,541,W06000009,Residential properties in disrepair,hquad,6,hqua,
50.6,50.6,Percentage,Percentage,,,W01000585,W01000585,541,,Martletwy,W01000585,541,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87.2,87.2,Percentage,Percentage,,,W01000585,W01000585,541,,Martletwy,W01000585,541,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
22.2,22.2,Percentage,Percentage,,,W01000585,W01000585,541,,Martletwy,W01000585,541,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
45.5,45.5,Percentage,Percentage,,,W01000585,W01000585,541,,Martletwy,W01000585,541,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.6,2.6,Percentage,Percentage,,,W01000586,W01000586,542,,Merlins Bridge,W01000586,542,W06000009,Overcrowded households,ovcr,1,,
8.2,8.2,Percentage,Percentage,,,W01000586,W01000586,542,,Merlins Bridge,W01000586,542,W06000009,Poor quality housing (residential properties),hqua,3,,
7,7,Percentage,Percentage,,,W01000586,W01000586,542,,Merlins Bridge,W01000586,542,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
2.2,2.2,Percentage,Percentage,,,W01000586,W01000586,542,,Merlins Bridge,W01000586,542,W06000009,Residential properties in disrepair,hquad,6,hqua,
62.3,62.3,Percentage,Percentage,,,W01000586,W01000586,542,,Merlins Bridge,W01000586,542,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
92.8,92.8,Percentage,Percentage,,,W01000586,W01000586,542,,Merlins Bridge,W01000586,542,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
26.3,26.3,Percentage,Percentage,,,W01000586,W01000586,542,,Merlins Bridge,W01000586,542,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
45.9,45.9,Percentage,Percentage,,,W01000586,W01000586,542,,Merlins Bridge,W01000586,542,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.7,1.7,Percentage,Percentage,,,W01000587,W01000587,543,,Milford: Central,W01000587,543,W06000009,Overcrowded households,ovcr,1,,
17.5,17.5,Percentage,Percentage,,,W01000587,W01000587,543,,Milford: Central,W01000587,543,W06000009,Poor quality housing (residential properties),hqua,3,,
16,16,Percentage,Percentage,,,W01000587,W01000587,543,,Milford: Central,W01000587,543,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
2.8,2.8,Percentage,Percentage,,,W01000587,W01000587,543,,Milford: Central,W01000587,543,W06000009,Residential properties in disrepair,hquad,6,hqua,
61,61,Percentage,Percentage,,,W01000587,W01000587,543,,Milford: Central,W01000587,543,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
92.4,92.4,Percentage,Percentage,,,W01000587,W01000587,543,,Milford: Central,W01000587,543,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
34.1,34.1,Percentage,Percentage,,,W01000587,W01000587,543,,Milford: Central,W01000587,543,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
49.6,49.6,Percentage,Percentage,,,W01000587,W01000587,543,,Milford: Central,W01000587,543,W06000009,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
3,3,Percentage,Percentage,,,W01000588,W01000588,544,,Milford: East,W01000588,544,W06000009,Overcrowded households,ovcr,1,,
7.9,7.9,Percentage,Percentage,,,W01000588,W01000588,544,,Milford: East,W01000588,544,W06000009,Poor quality housing (residential properties),hqua,3,,
7.1,7.1,Percentage,Percentage,,,W01000588,W01000588,544,,Milford: East,W01000588,544,W06000009,Residential properties containing serious hazards,hquah,5,hqua,
1.3,1.3,Percentage,Percentage,,,W01000588,W01000588,544,,Milford: East,W01000588,544,W06000009,Residential properties in disrepair,hquad,6,hqua,
65.7,65.7,Percentage,Percentage,,,W01000588,W01000588,544,,Milford: East,W01000588,544,W06000009,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
88.9,88.9,Percentage,Percentage,,,W01000588,W01000588,544,,Milford: East,W01000588,544,W06000009,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
38.3,38.3,Percentage,Percentage,,,W01000588,W01000588,544,,Milford: East,W01000588,544,W06000009,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
